URL,Title,Content
https://kgiamalis.co/blog/details, Details,"Details Today, I had a fruitful meeting where we discussed certain details. However, not all of these details were discussed. While it's irrelevant to include all the specifics here, I can share some details that have been important to me from time to time:  One more variable in a complete report that your supervisor has signed off as ready,  One more solution to a corner-case in a Product Requirements Document (PRD) that has already been reviewed and approved,  One more design variation to fix the width of a component, even if this fix isn't visible to the customer's eye,  One more commit to decrease the milliseconds of an API call that is marked as ""fast"" in your reports,  One more optimization tweak in a Marketing performance campaign that has achieved its monthly target.  We can't address every detail. It's impossible, at least in a product world where speed is of the essence. The truly experienced Product professional can identify the details that matter and go the extra mile to deliver them.   Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/acropolis-saas, Acropolis.com,"Acropolis.com What if the Acropolis were software and were being built today? (Story is fictional and it was generated by ChatGPT) Pericles (CEO): ""Alright, everyone! I dreamt last night that we were opening the Acropolis... yesterday! Can we make that happen?"" Kallikratis (CTO): rolls eyes ""You know it's not built yet, right?"" Iktinos (CPO): ""According to my data-driven insights and my JIRA dashboard's burndown chart, we can probably get a prototype ready in... 1 year?"" Pericles: ""Make it 6 months!"" Kallikratis: ""9 months?"" Iktinos: ""What's a prototype anyway? Wait, are we doing product development or participating in Socrates's debating workshop?"" Socrates enters with a cup of hemlock tea. Socrates: ""Did someone mention my debating workshop?"" Kallikratis (in #acropolis-tech channel): ""The frontend design of the Parthenon is ready, but the backend, with all the API calls to the gods, is a bit tricky. Iktinos, do we have the user stories for this?"" Iktinos: ""I'll track that. By the way, I've added 20 more sub-tasks on JIRA for the fountain alone."" Pericles (in #acropolis-ceo-announcements channel): ""@channel: Let's build another Acropolis, but for kids! Thoughts?"" Kallikratis: ""Another one? We haven't even finished the first!"" Iktinos: ""Adding to JIRA now!"" Iktinos: ""We need more clarity on relative story points. The Oracle at Delphi said the Acropolis is a 100-pointer, but Kallikratis insists it's 500."" Kallikratis: ""The Oracle doesn't know how to code!"" Socrates: ""What is code, if not the essence of logic and reason?"" Pericles: ""Why is the fountain not making wine yet?"" Kallikratis: ""Because that's a miracle, not a feature!"" Iktinos: ""Added 'Wine Fountain Miracle' to the backlog."" Pericles: ""Let's begin with updates. And remember, I want it YESTERDAY!"" Kallikratis: ""I've been debugging all day! The API call to Aphrodite keeps returning an error. Says she's 'not available'."" Iktinos: ""On the product side, we've done some user testing. People want more columns. Columns everywhere!"" Pericles: ""Columns! Yes! Add a thousand more! Also, why aren't we done yet?"" Kallikratis: ""Maybe if someone provided more realistic OKRs and stopped dreaming about wine fountains..."" Iktinos: ""Speaking of, Pericles, how's the budget?"" Pericles: ""What budget?"" Socrates takes a deep breath. Socrates: ""Gentlemen, in Agile, we embrace change, even late in development. Let's optimize our processes, focus on our MVP, and remember the essence of our purpose."" Kallikratis: ""Which is?"" Socrates: ""I'll let you debate on that."" Everyone groans. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/jfdi, JFDI,"JFDI When it comes to decision-making, there are various types of decisions we encounter in our professional lives: Today, I want to talk about a decision-making approach that I find myself using quite often:   Just fucking do it.  I first heard about this decision type from a former colleague named Jason, and it really resonated with me. JFDI pattern:  I'm sure you've come across JFDI initiatives in your own work as well. Ask yourself right now: Do I have any JFDI initiatives?   Just fucking do them.  Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/obstacle-is-the-way, Obstacle is the way,"Obstacle is the way In many problems, the problem you have is the solution you need.    Think about it:   One of my favorite reading topics is Stoic Philosophy. Ryan Holiday (ex-Growth hacker) released a series of books about Stoic philosophy that is based on principles and lessons from the “fathers” of this philosophy like Zeno, Seneca, Epictetus & Marcus Aurelius. I’ve read all of those books. All of them are very good (if you are interested in Stoic philosophy though). The one that helped me the most was the “Obstacle is the way”. Helpful tips from the book: Next time you face a difficult situation, try to think if the situation itself is not the problem but the solution. Try to utilize it as a solution to your problem. Did it work?  Amazon.com: Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts: 9780735216372: Duke, Annie: Books read.amazon.com  PS: This approach won’t solve 100% of your problems, but it can provide you an alternative perspective that can help you find the solution you are looking for. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/perfect-conversion, Flawed conversions,"Flawed conversions Every quarter, or sometimes every two, we explore the development of new metrics that aren't found in our standard product management reporting or official business reports. These metrics are specific to our business and assist us in identifying patterns in the hypotheses we form over time.  In this post, I'll discuss a metric we've developed and use, called ""flawless conversion."" Definition: ""Flawless conversion is a session where the user converted without experiencing any flaws.”  Methodology:  One crucial step is defining the events that will be considered as flawed ones. We mapped the entire user flow and divided the flawed events into two categories: Hard events are those that prevent progression to the conversion funnel or create a very negative user experience (UX), while soft events negatively affect the experience but don't block the conversion funnel. We began with hard events, as they have the most significant negative impact on user flow. Hard event examples: login.failed: User failed to login (segmented per login type). payment.failed: User failed to pay (segmented per payment type). order.cancelled: Order cancelled (segmented per cancellation type).  Another vital element is understanding why we developed this metric. We did so to quantitatively assess whether our product's user experience is satisfactory. Though we have metrics for events that negatively affect users, we lacked a way to link successful transactions segmented with negative events—until now.  The goal of this metric is to be as minimal as possible, reflecting a perfect conversion UX without any adverse UX events.  This metric does have limitations. For instance, it only examines successful sessions leading to conversion, not all sessions, and we can't measure all the hard events we'd like to (e.g., ""app.crashed,"" meaning the app crashed) due to technical constraints.  Do you think this metric is helpful or not?  How would you expand it?  Are you aware of how many of your transactional sessions include negative UX events? Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/why-you-should-read-books, Why you should read books,"Why you should read books As someone who loves reading books, I have discovered two significant benefits that go beyond (the obvious of) acquiring knowledge.  Reading a book is like giving your brain a workout, especially when it comes to focus. Unlike multitasking, you can't read and do something else at the same time.  To truly understand and absorb what you're reading, you need to concentrate.  In a world where distractions are everywhere, cultivating the ability to focus has become increasingly important. In today's professional landscape, many struggle with maintaining sustained attention. However, reading provides an effective remedy. By engaging with the written word, you train your mind to concentrate deeply, improving your ability to stay focused on tasks and boosting overall productivity. Reading books is a fantastic way to enhance your writing skills.  When you read well-structured, valuable content, you subconsciously absorb the principles of good writing. This exposure to different writing styles and genres allows you to internalize the art of effective storytelling. Writing is an undervalued yet very important skill in today's modern world, regardless of your profession.  It goes beyond copywriters and applies to fields like product management, marketing, and general business communication. Every day, we write emails, reports, and chat conversations.   Read more books. Articles more inspiration: paulgraham.com paulgraham.com Relevant articles: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/the-most-important-user-metric, The most important user metric,"The most important user metric When it comes to consumer platforms and B2C services, a myriad of metrics and dimensions are available. Moreover, multiple data sources and tools can exponentially increase the quantity of these metrics and dimensions. We conducted an internal exercise and determined that, solely for reporting purposes, we use more than 2000 combinations of metrics and dimensions. Daily.  Transactions, app installs, conversion rates, and all other available metrics can prove useful IF and only IF the most critical user metric is in good shape.     Platform loading speed (including perceived loading speed) requires optimization of a few additional KPIs to achieve satisfactory platform load speed. Here are the metrics we currently use to assess platform speed:  💡 Takeaways: Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/review-langchain-with-python, [Review] Langchain with Python,"[Review] Langchain with Python Today, I completed my first bootcamp on Langchain. It is the most comprehensive course I have taken so far on AI application development using Langchain. I've started more than five such courses, but this was the only one I managed to finish, owing to its well-organized structure and valuable content. While it is theoretical in nature, as it doesn't delve into the actual app development process, it offers deep insights into the entire scope of Langchain.  Why Langchain? LangChain is a modular framework for Python and JavaScript that simplifies the development of applications that are powered by generative AI language models. It provides a number of features that make it a valuable tool for AI application development, including: Overall, LangChain is a powerful and versatile framework that can be used to develop a wide variety of AI applications. It is a valuable tool for developers who want to build applications that are powered by LLMs.  Pros of bootcamp:  Cons of bootcamp:  Course URL: Build real world applications with Large Language Models and LangChain! www.udemy.com  Topics covered:  Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/reading-the-mind, Reading the mind,"Reading the mind I found a very interesting test on the web. For each set of eyes, you should choose which word best describes what the person in the picture is thinking or feeling.  You may feel that more than one word is applicable, so choose the word which you consider to be the most suitable.  Before making your choice, make sure that you have read all four words.  Try to do the task as quickly as possible, but you will not be timed.   Find the test below: s3.amazonaws.com Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/goodbad-questions, Good/Bad questions,"Good/Bad questions When it comes to customer interviews, not all questions are good.  Also, personally I judge someone's intelligence by the quality of his questions, not answers. You can disagree with that but I find this approach very useful.  Back to questions now, can you spot the bad ones in the following set of questions?   To deepen your understanding of customer conversations, consider reading ""The Mom Test."" The questions listed above are inspired by this book, which explains in detail why certain questions work while others don't. This resource focuses on the art of engaging with customers to gain meaningful insights.  The mom test rules:  A couple of rule of thumbs:  Link for the book in Amazon.de: The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you : Fitzpatrick, Rob: Amazon.de: Books www.amazon.de  Answers: 1:Bad, 2:Good, 3:Bad, 4:Good Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/chatgpt4-system-card, ChatGPT4 system card,"ChatGPT4 system card I've thoroughly studied the system card for ChatGPT-4 today. It consists of 30 pages of core content, complemented by an additional 30 pages of appendix and citations. This in-depth exploration has  helped me understand how it actually works, its limitations, and challenges.  If you're in the Product/Tech sector, I highly recommend diving into the system cards of any LLM models you intend to use.  System card of ChatGPT4: cdn.openai.com  Here is a quick summary: The ChatGPT system card is a document that describes the safety risks associated with the GPT-4 language model. It discusses the potential for GPT-4 to generate harmful content, such as hate speech, discriminatory language, and incitements to violence. It also warns that GPT-4 can represent various societal biases and worldviews that may not be representative of the user's intent, or of widely shared values.  The system card also describes the safety mitigations that OpenAI has implemented to reduce the risk of harm from GPT-4. These mitigations include:  The system card concludes by stating that GPT-4 is still under development, and that OpenAI is committed to continuing to research and improve its safety. The most important aspects of the ChatGPT system card are: I hope this summary is helpful. Please let me know if you have any other questions.  Other important notes: GPT models are often trained in two stages:  First, they are trained, using a large dataset of text from the Internet, to predict the next word. The models are then fine-tuned with additional data, using an algorithm called reinforcement learning from human feedback (RLHF), to produce outputs that are preferred by human labelers. Fine-tuning has made these models more controllable and useful. In most cases, GPT-4-launch exhibits much safer behavior due to the safety mitigations we applied. We found that GPT-4-early and GPT-4-launch exhibit many of the same limitations as earlier language models, such as producing biased and unreliable content. Red teaming in general, and the type of red teaming we call ’expert red teaming, is just one of the mechanisms[27] we use to inform our work identifying, measuring, and testing AI systems. GPT-4-launch scores 19 percentage points higher than our latest GPT-3.5 model at avoiding open-domain hallucinations, and 29 percentage points higher at avoiding closed-domain hallucinations. While our testing effort focused on harms of representation rather than allocative harms, it is important to note that the use of GPT-4 in contexts such as making decisions or informing decisions around allocation of opportunities or resources requires careful evaluation of performance across different groups. Our red teaming results suggest that GPT-4 can rival human propagandists in many domains, especially if teamed with a human editor. Red teamers selected a set of questions to prompt both GPT-4 and traditional search engines, finding that the time to research completion was reduced when using GPT-4. The impact of GPT-4 on the economy and workforce should be a crucial consideration for policymakers and other stakeholders. Over time, we expect GPT-4 to impact even jobs that have historically required years of experience and education, such as legal services. However, even using AI as a productivity multiplier requires workers to adjust to new workflows and augment their skills. One concern of particular importance to OpenAI is the risk of racing dynamics leading to a decline in safety standards, the diffusion of bad norms, and accelerated AI timelines, each of which heighten societal risks associated with AI. We refer to these here as ""acceleration risk.""24 This was one of the reasons we spent six months on safety research, risk assessment, and iteration prior to launching GPT-4.2. Overreliance occurs when users excessively trust and depend on the model, potentially leading to unnoticed mistakes and inadequate oversight. To tackle overreliance, we’ve refined the model’s refusal behavior, making it more stringent in rejecting requests that go against our content policy, while being more open to requests it can safely fulfill. One objective here is to discourage users from disregarding the model’s refusals. Deployment preparation (p.21 -very interesting section) RLHF fine-tuning makes our models significantly safer. We’ve decreased the models tendency to respond to requests for disallowed content by 82% compared to GPT-3.5, and GPT-4 responds to sensitive requests (e.g. medical advice and self-harm) in accordance with our policies 29% more often. For tackling open-domain hallucinations, we collect real-world ChatGPT data that has been flagged by users as being not factual, and collect additional labeled comparison data that we use to train our reward models. For closed-domain hallucinations, we are able to use GPT-4 itself to generate synthetic data. Moderation classifiers play a key role in our monitoring and enforcement pipeline. We are constantly developing and improving these classifiers. Several of our moderation classifiers are accessible to developers via our Moderation API endpoint, which enables developers to filter out harmful content while integrating language models into their products. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/take-it-personally, Take it personally,"Take it personally If you're taking the lead in a serious project, the best way to achieve success is to take it personally.   In my experience, the most complex problems we've faced and managed to solve have followed certain patterns: ❌ They were not resolved within the regular process flow. ❌ They were not addressed with consensus and shared accountability. ❌ They were not fixed within the regular working shift. Instead: ✔️ They were solved through intensive work and the use of war rooms. ✔️ They were tackled with perseverance and extreme accountability. ✔️ They were handled by working harder.  They were solved because the people that worked on them, they were not just assigned a project, they took it personal.  Things that you should not take personally:  Relevant book: www.amazon.de Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/prompting-as-a-skill, Prompting as a skill,"Prompting as a skill I've come across numerous articles discussing the potential emergence of ""AI prompting"" as a distinct profession in the near future. I've also noticed a surge in courses aligning with this trend.  I respectfully disagree.  In my opinion, prompt engineering will become a skill, akin to writing. The growth of AI is undeniable, and its influence will span across many industries. Hence, I feel that a proficient professional should be adept at creating effective prompts in order to get the best output. This ability will be assessed as a valuable skill.  While there may be dedicated roles centered on prompt creation in the immediate future, given the ongoing evolution of this field, I foresee it ultimately becoming a standard skill set for professionals.  Disclaimer: I am talking for the prompts that users enter within the UI of the LLM, not the prompts that are used by developers in the training of an LLM or in the development of software applications. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/an-interesting-retention-campaign, An interesting retention campaign,"An interesting retention campaign Back when I was working in Marketing, we were on the hunt for effective ideas for retention campaigns. Retention campaigns target users who haven't placed an order for many months, with the aim of persuading them to return or at least inform us why they abandoned our service (so that we can improve).  I've encountered a wide variety of campaigns, ranging from the fancy and creative to those offering substantial incentives, but none have stood out quite like the following campaign. It was crafted by the Marketing team at Yemeksepeti. No need to describe or highlight why its great, just watch it and you will understand.  Yemeksepeti sosyal medya hesapları: Yemeksepeti Twitter: http://ymk.st/yemeksepetitwitter Yemeksepeti Facebook: http://ymk.st/yemeksepetifacebook Yemeksepeti Instagram: http://ymk.st/yemeksepetiinstagram Dünyanın en büyük mutfağı Yemeksepeti’nin YouTube kanalına hoş geldiniz. Yemek kültürüne dair Türkiye’den ve dünyadan ilham alarak oluşturduğumuz içerikler kanalımızda sizleri bekliyor. Yemeksepeti ile binlerce restoran, yüz binlerce yemekten istediğinizi anında online sipariş edebilirsiniz. -- Yemeksepeti Resmi Hesabıdır. The official Yemeksepeti YouTube Channel www.youtube.com  Note: The campaign launched at 2017.  We need more retention campaigns like this. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/mother-of-frameworks, The mother of (most) frameworks,"The mother of (most) frameworks I was talking with my fellow PM, Akis Stamatiou and he told me that when it comes to frameworks, you simply can’t escape the Demming’s cycle, because it is the foundation behind every popular optimization framework.  So here is the Demming’s cycle: I’m a big fan of systems & frameworks. I like them because it’s the best way to scale a process. I use a lot of frameworks in the job, mostly for product discovery and planning. Moreover, the book I write contains 2 frameworks:  Almost, all continuous optimization frameworks I know are based on this simple 4-step process. Thinking about it again, it is reasonable. The mantra of all those frameworks is that they are “simple to understand, but difficult to implement”. Relevant posts:  Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/user-acquisition-kpi-2, User acquisition KPI #2,"User acquisition KPI #2 Continuing the series on user acquisition KPIs, I want to introduce a metric that might not be widely recognized but can serve as a valuable health indicator. This calculated metric offers insight into the experience of a new user and, in our particular situation, could reveal underlying product or business issues.  KPI: Percentage of user acquisitions that signed up and converted within the same day, referred to as ""single touch acquisitions.""  Definition: New users who registered and placed their first order on our platform within the same day.  Why it matters: The online food delivery marketplace is an industry that typically is high-intent and it involves immediate decisions. Most of the time, users who land on our platform are hungry and eager to order. Industries that cater to urgent needs often generate high user conversion rates, so we've found that the proportion of people who sign up and order within the same day is a valuable health indicator. A low percentage of single touch acquisitions could signal a poor user experience. This might be due to a variety of reasons, such as technical downtime or supply issues like closed shops, limited offers, or marketing campaigns promoting something that's already expired. It's different to generate 1,000 acquisitions with 1,200 signups compared to generating 1,000 acquisitions with 4,000 signups. The end result may be the same, but the share of single touch acquisitions varies significantly.  Challenges: Some teams promote and even incentivize signups on their platforms, although the reason for doing so might not always be clear. A marketing campaign focused on this can negatively impact this KPI. This metric emphasizes a specific time window that might not apply to every business. For example, if you run a leasing company, this KPI is unlikely to be relevant (unless you work in instacar 😉). Additionally, a user's order might not necessarily occur within the same session or on the same device as the signup, adding complexity to this measurement. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/time-doesnt-scale, Time doesn’t scale,"Time doesn’t scale That’s why time it’s worth so much.  Your time, my time, their time–we all get the same number of minutes per day.  Sure, you can outsource. You can look for shortcuts. You can hire folks. You can automate stuff. You can make chatGPT your best friend. You can even send ithe phonecall to voice mail.  Spend your time on things that matter:  So simple & easy concepts, yet so difficult to embrace.  You can’t prioritize projects & features effectively if you can’t prioritize your own time.  Keep a journal on how many hours you spend per day in unnecessary activities and you will be surprised by the amount of wasted time. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/know-yourself, Know yourself,"Know yourself My team and I took the PrinciplesYou assessment, which is a free personality test that helps you understand your personality archetype. The test is based on 17 core dimensions of personality, and it takes about 50 minutes to complete. The test results provide a detailed assessment of your thinking style, including your tendencies, talents, and opportunities for growth. You can also see how your personality archetype plays out in real-life situations. I found the PrinciplesYou assessment to be a helpful tool for understanding myself better. I learned about my strengths and weaknesses, and I also gained insights into how I interact with others. However, I believe that it is only half the truth. The best way to understand your personality is to get feedback from others too. This is because we often have blind spots about ourselves, and we can't always see our own strengths and weaknesses clearly. Here is my result: Here are some additional things to consider about the PrinciplesYou assessment: Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/a-question-for-analysts, Coding or thinking?,"Coding or thinking? When it comes to product analysts or analysts in general, I've identified a common pattern:  There's an obsession with tools and technology.  Many interviews, jobs, and professionals are focusing on highlighting hard skills.  The same emphasis on tools is seen in educational courses and universities as well. They concentrate solely on how you manipulate data and how to visualize it more effectively.  When it comes to analysis and analysts, there are two essential pillars to consider. The first is technical expertise. You can't be an analyst without a proper technical background.  The second is how you utilize your analytical thinking skills to perform an analysis. ❓How do you break down a problem into smaller parts? ❓How do you deal with the cognitive biases that might occur? (ex. cherry picking) ❓How do you respond to a problem where the only answer is ""I don't know""? ❓How do you ensure that correlation does not imply causation? ❓How do you prioritize objectivity over validation?  This second pillar is often overlooked. I'm not sure why, but there could be several reasons. One reason might be that your company only wants you to extract data from the database (using your technical skills) and then leaves the stakeholder to create the analysis. The question here is whether you want to be that person.  Another reason might be that data is not treated as a priority. That means you only maintain regular data reports that are mostly used for monitoring purposes and not as tools for making decisions that lead to actions.  Look for companies that value your analytical way of thinking. This approach will help you become a better professional, earn more money, and develop analyses that make a real impact. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/growth-metric-1, User acquisition KPI #1,"User acquisition KPI #1 In this series of posts, I'll share some key KPIs (key performance indicators) about user acquisitions. As we already know, not all customers are created equal, so we've invested a significant amount of time and effort to identify the right KPIs. These indicators help us understand the quality of new customers and guide our strategy and budget towards optimal performance. I'll skip the more common ones, such as device, landing page, marketing channel, 1-month cohorts, etc., to focus on those that may not be as popular but are still important. Due to confidentiality, I won't share our specific numbers, but I'll offer some aggregated-level KPIs that I believe are valuable for various consumer products.  KPI: Share of user acquisitions generated through word of mouth (WOM)  Definition: New users who place their first order on our platform and, when asked, “how did you learn about us”, respond with, “a friend told me about your platform.”  To enable this, by the time a new user performs his first order he will see a survey “how did you learn about us” with a list of options that correlate to communication channels, in a randomized way.  Why it matters: WOM acquisitions are pivotal for several reasons: Challenges: Two main challenges come with this metric: Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/a-hidden-metric, A hidden metric: StDev,"A hidden metric: StDev Here's a useful metric that isn't commonly seen in many reports, even though it can be very insightful. Let's illustrate it with an example. Consider this report showing transaction conversion rates for two months: At first glance, these rates appear nearly identical, don't they? Let's delve a bit deeper: [June 2023] Conversion rate: 14,9% [April 2023] Conversion rate: 14,8% Spot any differences? The distinction lies in the deviation rates for each month. The metric that highlights such patterns and is part of descriptive statistics is called: Let's re-examine the report, this time with the added standard deviation: [June 2023]  Conversion rate: 14,9% Standard deviation: 11,4 [April 2023]  Conversion rate: 14,8% Standard deviation: 3,38 We use standard deviation as a health indicator when analyze large sets of data. A high standard deviation suggests that we might not want to place full trust in a metric because its components vary significantly. On the other hand, a low standard deviation indicates that the metric is consistent and can be deemed reliable. Formula for Standard Deviation for a Sample: There's no one-size-fits-all answer. It varies based on the specific metric in question. Through practice and observation over the years, we’ve identified our own benchmarks. However, our approach is tailored to metrics specific to efood and might not apply universally. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/the-only-rule-that-matters, Care,"Care When we set out to establish our product principles, we had an in-depth discussion about their formation. We agreed to create guiding principles rather than rigid rules, with only one exception. The exception was intended to ensure a non-negotiable aspect that we believed was fundamental to our product development.  The only rule we have is:   We need to care more than anyone else for our team, our Product & our business.  If you don’t care, you will only deliver stakeholder requests. If you don’t care, you will only deliver your requests while ignoring stakeholders. If you don’t care, you will deliver something that you believe that is wrong because someone else believe that it is right.  If you don’t care, you will just follow the process. If you don’t care, you will not respect the process.  If you don’t care, team problems are not your problems. If you don’t care, team problems are your only problems.  If you don’t care, you will use the hierarchy to hide. If you don’t care, you will ignore the hierarchy on your own favor.  Large organizations have significant structural advantages. But the real impacts happen when they act like small ones. This post was inspired by a series of articles from Seth Godin (2005 - 2023): Unless someone does, things start to fray around the edges. Often it's the CEO or the manager who sets a standard of caring about the details. Even better is a culture where everyone cares, an… seths.blog That, in just one word, seems to be the essence of good customer service. There are tons of books about measurement and strategy and management techniques. There are people who will monitor your ph… seths.blog Clients and customers can be frustrating. Perhaps they don’t know what you know. Perhaps they don’t care. It’s possible to educate and inspire. It might be more productive to find… seths.blog After 25 years, I stopped using a certain credit card for business. It was easily millions of dollars worth of transactions over that period. Did anyone at the company notice? Did anyone care? I st… seths.blog Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/guide-pm-growth-assessment-example, [Guide] PM Growth assessment example,"[Guide] PM Growth assessment example In this post, I will share an assessment that we used when we were searching for a product manager for our consumer growth initiatives. Consumer growth at efood signifies that the product manager will be accountable for product initiatives and projects that center on user acquisition and retention. Most often, these projects correlate with the user experience on our website and our apps. Even though this assessment is old, it remains relevant. There are many online resources about all things Product Management. Still, I couldn't find many worthwhile public product assessments. I believe that by sharing this, I will help professionals understand what we expect from a Product Manager in charge of our growth projects and the implementation roadmap for our Android & iOS mobile applications. This assessment has four main pillars. We evaluate these pillars separately to obtain the total score. A primary challenge here is not to force the candidate to spend excessive hours of their free time, while not wanting to exclude any of these pillars from the evaluation.  The purpose here is to assess the candidate's thought process, not the length of the deliverable (we even mention this in the small print in the deliverables section). The case is about mobile web. The mobile website of every business is a tricky area. There are numerous examples of poor and best practices, but generally, a website that incorporates the advantages, such as Google's discoverability, and disadvantages, like limited capabilities compared to apps, of web browsers within the small real estate of a smartphone. Mobile web is not dead, and e-commerce businesses that invest in mobile web gain significant value over those that ignore it. This report doesn't allow candidates to delve deeper. It only provides overview data. The reason for this is we want to understand if the candidate can comprehend how Google Analytics works and identify potential challenges and opportunities from this high-level overview. Content group has a specific definition in Google Analytics. Through this report, you can discern which landing page group (which means which product flow) converts better, which group has significant traction and which group has the largest potential.  This report will help the candidate to prioritize their A/B tests efficiently. When candidates ask which specific restaurant’s page they should examine, it is a clear indicator that they are not familiar with how content group functions in Google Analytics. There is no right or wrong approach, as long as you have sound arguments to support it. For example, some candidates might focus on the homepage because it generates the most traction in terms of sessions, so even the smallest increase in CVR will lead to more transactions.  Others might focus on the menu page landing group because the combination of a low bounce rate with a low conversion rate might lead to “easy wins” A/B tests. A small bounce rate indicates that users are attempting to convert, so there must be impediments within the flow preventing user conversion. Product flow optimization varies across industries. Some services don't require account creation for a transaction, while others do. In our case, if you want to place an order online, we need you to create an account and provide us with your delivery address.  As you can see in the report, we're talking about landing pages. A landing page is the page where a user ""lands."" This means the user hasn't seen the flow steps that occur before this landing page. Hence, you should be able to create an account and/or provide your address on every landing page that users ""land"" on the most. The best suggestions focus on how to encourage users to add everything necessary in a smooth and efficient manner. Other good suggestions identify and close the gaps between the restaurant list and restaurant page (e.g., if a restaurant offers loyalty points, it should be highlighted in both the restaurant list and restaurant page). An experienced product manager will check not only the primary path or the ""happy path"" as we define it, but also some other less straightforward paths.  For example, there are suggestions to enhance the restaurant reviews section if a restaurant has excellent reviews. Checking reviews is not mandatory to place an order online, but it can dramatically influence user behavior. When it comes to A/B testing, we mostly consider the ideation process plus the mechanics of the test. Ideation may seem like an easy task. Ideas are everywhere, they're cheap, and there are literally tons of good, bad, unconventional, and innovative ideas available for free. What distinguishes a good candidate is how she selects the ideas that she believes are worth exploring. We've seen a lot of A/B test suggestions that propose bigger copy (order now → ORDER NOW or O R D E R N O W) or changing the color of the Call To Action (CTA) button. We don't favor such suggestions.  This doesn't mean that we don't try these kinds of A/B tests, but we prefer to see something more relevant than an A/B test suggestion that's considered a best practice (some might call it basic). The simplest way to come up with good ideas is to do a brief analysis of the biggest online delivery apps out there. There are fantastic services worldwide that allow you to order food online, such as PedidosYa, Talabat, Foodpanda, Doordash, Zomato, Swiggy, etc.  There's also cross-industry inspiration, where you can generate ideas based on services from other industries like Fintech, Social Media, etc. Prioritization is a hot topic.  It is one of the most crucial skills of every Product Manager.  There are various prioritization methods available; some are popular, some are more ROI-oriented, and some are anti-patterns. Since each method has its advantages and disadvantages, it helps us gain better context regarding a Product Manager's prioritization style.  Some PMs are iteration-oriented (small and fast changes), while others are ROI-oriented (bigger but more impactful changes). Every prioritization method is welcome because, from time to time, we adjust our prioritization schema to meet specific business needs. One argument about prioritization is that, because PMs aren't aware of our Tech stack, they'll mostly fail to predict correctly the effort required for task implementation. Firstly, this applies to all candidates, so it's fair.  Secondly, an experienced PM can understand the difference between the effort required to change the placement of a button and the effort to change the entire product flow. For the record, no excellent assessment lost points due to poor effort estimation. Let me know if you like this assessment and feel free to try it and share your efforts with me (email me at giamalisk@gmail). Good luck! Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
